video_id,Question,Answer Options,Category
1831d594-72a4-42ba-9828-177bfb8b6e21,"Why did I dip the swab into the testing tube and swirl, considering the observed changes in my attention?","A: I was ensuring that the swab absorbed enough solution for accurate results.
B: I was distracted by the scissors on the table and accidentally used them instead of the swab.
C: I was checking if the test materials were properly arranged before proceeding.
D: I was mimicking someone else's actions without understanding the purpose.
E: I was trying to hide the swab from others in the room.",Medical Area
c0a72173-8842-426c-a9ed-2b438af173f3,"Where is the object I focused on while simmering the tea over low heat, relative to the stove and other objects in the scene?","A: The saucepan is on the front left burner of the stove, directly under my gaze as I monitor the tea.
B: The saucepan is on the back right burner of the stove, slightly to the right of my gaze focus.
C: The saucepan is on the front right burner of the stove, positioned to the right of the cutting board and my gaze.
D: The saucepan is on the back left burner of the stove, behind my current fixation point.
E: The saucepan is on the front left burner of the stove, to the left of the paper towel roll and my gaze.",Kitchen
642aefe6-1639-4331-a175-ce03faaecc04,"Where is the booklet relative to your gaze direction when you are reading it, and how does its position change as you interact with the card game?","A: The booklet is directly in front of my gaze while reading, and it remains stationary as I handle the card game.
B: The booklet is slightly to the left of my gaze while reading, and it moves closer to me as I start interacting with the card game.
C: The booklet is directly in front of my gaze while reading, but it shifts to the right side of my gaze as I focus on removing the card game from its nylon.
D: The booklet is slightly to the right of my gaze while reading, and it stays in the same position even as I handle the card game.
E: The booklet is directly in front of my gaze while reading, and it shifts to the left side of my gaze as I focus on handling the card game.",Living Room
dafc891e-05f0-4734-88c6-1f818ac67a23,What did the viewer look at immediately after dropping a jigsaw piece in the second bowl?,"A: The first box on the table
B: The puzzle pieces scattered on the table
C: The dirt on the floor
D: The sink area
E: The microwave",Others
a223fcb2-8ffa-4826-bd0c-91027cf1c11e,"Why did I adjust my head camera with my left hand while Man X was taking off his gloves, considering the shifts in my attention?","A: I was trying to get a better view of Man X as he took off his gloves.
B: I noticed something distracting on the table and wanted to focus better.
C: My camera had shifted during the activity, and I needed to realign it for clearer vision.
D: I was mimicking Man X's actions by adjusting my own equipment.
E: I was preparing to take a photo or record something else.",Others
3c7e6b2f-75c5-46d6-b0c0-880429a93e10,What did I look at immediately after cracking the egg with a fork?,"A: The mug on the counter.
B: The sink.
C: The stove.
D: The crate of eggs.
E: The salt shaker.",Kitchen
a223fcb2-8ffa-4826-bd0c-91027cf1c11e,What did the viewer look at immediately after Man X took a card from the table?,"A: The cards in their own hand.
B: Man Y's face.
C: The television.
D: The glass on the table.
E: The mirror in the background.",Living Room
cb33cc35-bebf-4bef-b9d8-13b5126726e0,"Why did I tap the mannequin on the head to check consciousness while performing CPR, given the observed changes in my attention?","A: I was ensuring the mannequin's head was properly positioned for breathing.
B: I was checking if the mannequin had regained consciousness after chest compressions.
C: I was distracted by the tripod and kept adjusting my position.
D: I was trying to signal to others that I needed help with the procedure.
E: I was preparing to perform rescue breaths.",Medical Area
57dee964-b77f-430b-8f37-fa4e5ba5c6a3,"Why did I stir the scrambled eggs in the skillet into small curds with the spatula, given the observed changes in my attention?","A: I was ensuring even cooking by focusing on the edges of the skillet.
B: I was trying to prevent the eggs from sticking by keeping my gaze on the stove controls.
C: I was checking the texture and consistency of the eggs by observing the spatula's movement.
D: I was distracted by the black pepper container and kept adjusting its position.
E: I was preparing to add more ingredients by clearing space in the skillet.",Kitchen
a7be6dfb-e765-4698-973b-37f222746116,Where is the phone I am currently browsing located relative to the food container and my gaze direction?,"A: The phone is on the table, to the left of the food container and directly in front of my current gaze direction.
B: The phone is on the table, to the right of the food container and slightly below my current gaze direction.
C: The phone is on the table, next to the food container and aligned with my current gaze direction.
D: The phone is on the table, behind the food container and above my current gaze direction.
E: The phone is on the table, in front of the food container and slightly to the right of my current gaze direction.",Others
a223fcb2-8ffa-4826-bd0c-91027cf1c11e,What did the viewer look at immediately after Man X shared cards on the table in Frame 9?,"A: The cup on the table.
B: The piece of pack wrap that was just dropped.
C: The television in the background.
D: The cards being distributed by Man X.
E: The shoes on the floor.",Living Room
30294c41-c90d-438a-af19-c1c74787d06b,Where is the object that lady Z focused on while playing relative to the game board and other players?,"A: The object is near the edge of the game board, to the right of lady Y and in front of man X.
B: The object is on the game board, directly in front of lady Z and slightly to the left of lady Y.
C: The object is on the table, to the left of the game board and behind lady Z.
D: The object is near the center of the game board, between lady Z and man X.
E: The object is on the game board, to the right of lady Z and in front of man X.",Living Room
df58f8e9-7300-4bf5-a7b6-1452b4ce4fc1,Where is the object I am currently looking at relative to the cutting board and other objects on the table while cutting onions?,"A: The object I am looking at is directly above the cutting board, near the bowl of onions.
B: The object I am looking at is to the left of the cutting board, close to the plate with sliced vegetables.
C: The object I am looking at is to the right of the cutting board, next to the knife.
D: The object I am looking at is in front of the cutting board, closer to the edge of the table.
E: The object I am looking at is behind the cutting board, near the carton of eggs.",Kitchen
dcca4382-3494-4bb2-b79a-0e514513895e,Where is the soy sauce bottle relative to my gaze when I add it to the skillet?,"A: The soy sauce bottle is on the countertop, slightly to the left of my current fixation.
B: The soy sauce bottle is near the edge of the countertop, directly in front of my current fixation.
C: The soy sauce bottle is on the countertop, to the right of my current fixation and next to the cooking oil.
D: The soy sauce bottle is on the countertop, behind my current fixation and near the wall socket.
E: The soy sauce bottle is on the countertop, to the left of the skillet and in front of my current fixation.",Kitchen
7fb68600-a998-46ae-b2b0-72fd1978b8fd,What did I look at immediately after adding the cinnamon stick to the boiling pot?,"A: The recipe on the countertop.
B: The fennel seeds container.
C: The ginger in my hand.
D: The sugar container on the counter.
E: The stove controls.",Kitchen
10114022-4de6-43cd-af19-b3bc5cbeae31,"Why did I slice the spring onion on the counter top with a knife, given the observed changes in my attention?","A: I was preparing the spring onion to add it to the noodles as a garnish.
B: I was distracted by the clutter on the counter and accidentally sliced the onion.
C: I was checking if the spring onion was fresh by slicing it.
D: I was mimicking someone else's actions while cooking.
E: I was trying to clear space on the counter by slicing the onion.",Kitchen
7ec750d7-fc17-41dc-b627-be30b2682c7a,"Why did I get the cardamom container from the cabinet while waiting for the milk to boil with the water, given the observed changes in my attention?","A: I was preparing to add cardamom as a flavoring agent once the milk and water mixture reached boiling point.
B: I was distracted by the spices on the counter and decided to rearrange them.
C: I was checking if there were any other ingredients needed for the recipe.
D: I was trying to remember where I had placed the sugar container.
E: I was ensuring that the stove was set to the correct temperature.",Kitchen
5a6cc114-5581-4e04-9c60-843e6248da99,"Why did I organize my cards while playing the game, given the observed changes in attention?","A: I was trying to memorize the cards already played on the carpet.
B: I was distracted by a woman B's hand movements and adjusted my cards accordingly.
C: I was anticipating the next card placement based on my gaze shifts towards the center of the table.
D: I was checking for any specific card combinations that could give me an advantage.
E: I was mimicking a woman B__ actions as she folded her legs.",Living Room
2bb31b69-fcda-4f54-8338-f590944df999,"Why did I reshuffle the cards while playing with A lady X, given the observed changes in my attention?","A: I was trying to ensure a fair game by mixing the cards thoroughly.
B: I was distracted by the cards on the floor and kept looking at them.
C: I was checking if any specific card was missing from the deck.
D: I was preparing for a magic trick during the game.
E: I was mimicking A lady X's actions as she also handled her cards.",Living Room
ce9bec98-3ec5-4189-8f9d-03e3ff3cddda,What did I look at immediately after disposing a tomato slice into the waste bag for the first time?,"A: The cutting board with the remaining tomato slices.
B: The recipe paper on the table.
C: The sink where I washed the tomato.
D: The kitchen island where I initially got the tomato.
E: The trash can to ensure the slice was properly disposed of.",Kitchen
a77682da-cae7-4e68-8580-6cb47658b23f,Where is the tablet relative to your gaze when you are using it while playing the piano?,"A: The tablet is on the table, directly in front of my gaze.
B: The tablet is on the piano, slightly to the left of my gaze.
C: The tablet is on the piano, directly under my gaze.
D: The tablet is on the piano, slightly to the right of my gaze.
E: The tablet is on the table, to the right of my current fixation.",Others
8db188af-c56c-4cd0-aa45-6aa187881f08,What did I look at after arranging the test materials on the table?,"A: The scissors
B: The cover of the COVID test package
C: The instruction manual
D: The test tube
E: The test swab",Medical Area
dcf60f14-5b6e-4550-b1ed-0befd0849074,"Why did I pour hot water into the cup while preparing my coffee, given the observed changes in my attention?","A: I was distracted by the milk carton and accidentally poured hot water instead of milk.
B: I was focusing on the pot to ensure it had enough heat before pouring the water.
C: I was checking if the water was hot enough for brewing the coffee grounds.
D: I was trying to clean the cup with hot water before adding the coffee.
E: I was mimicking someone else's actions as they prepared their drink nearby.",Kitchen
655a03ff-f639-4b27-b3ac-90a3c66dcd67,"Why did I drop the card on the table while playing, given the observed changes in my attention?","A: I was distracted by the cards on the table and wanted to place mine there too.
B: I was checking my opponent's reaction after dropping a card.
C: I was focusing on my hand of cards to decide which one to play next.
D: I was trying to signal a specific move to my opponent through my gaze.
E: I was preparing to shuffle the remaining cards in my hand.",Living Room
9c5b7322-d1cc-4b56-ae9d-85831f28fac1,Where is the plate of cookies relative to my gaze direction when I drop it on the floor?,"A: The plate of cookies is directly in front of my current fixation, slightly to the left.
B: The plate of cookies is behind my current fixation, near the center of the room.
C: The plate of cookies is to the right of my current fixation, closer to the table.
D: The plate of cookies is below my current fixation, almost directly beneath me.
E: The plate of cookies is to the left of my current fixation, near the edge of the room.",Kitchen
07433534-77d9-452d-a1b6-f33ed24f67c6,What did I look at before pouring sesame oil on the scoop?,"A: The recipe paper
B: The stove
C: The faucet
D: The saucepan
E: The cabinet",Kitchen
5ec6e29f-9b84-49ff-ab42-22c562d5c4a3,"Why did I insert the COVID-19 collection swab into the nostril while preparing for the test, given the observed changes in my attention?","A: I was ensuring that the testing materials were properly unpacked and organized on the table.
B: I was focusing on the scissors to carefully unwrap the swab package.
C: I was following the necessary steps to collect a sample for accurate test results.
D: I was distracted by the other objects on the table and accidentally inserted the swab.
E: I was mimicking someone else's actions without understanding the purpose.",Medical Area
d80d1976-8a10-4af0-a9fb-d36264d3a074,What did I look at after I added degreaser to the chain?,"A: The cloth on the table.
B: The bicycle wheel.
C: The tools on the workbench.
D: The shelf with supplies.
E: The floor near the bicycle.",Garage
b918c9ce-f1ad-4fb2-9569-3726685517ee,What did I look at immediately after getting the plate from the kitchen cabinet?,"A: The recipe on my phone
B: The can of fish on the counter
C: The sink and faucet
D: The chopsticks in the drawer
E: The tamari jar in the refrigerator",Kitchen
8455478f-ddba-4c24-a9a9-a05595643751,What did the viewer look at immediately after The man W adjusted the card on the table with his left hand?,"A: The woman X adjusting a phone on the table.
B: The bowl of snacks on the table.
C: The can of drink that The woman X picked up.
D: The man Y sitting on the chair.
E: The man Z sitting on the chair.",Living Room
9abb07b4-f708-4571-8a82-d5baf748980d,"Why did I fill the electric kettle with water while preparing tea, given the observed changes in my attention?","A: I was distracted by the sink and kept adjusting the tap.
B: I was ensuring the kettle had enough water to boil for making tea.
C: I was checking if the kettle was clean before filling it.
D: I was trying to hide the fact that I was not actually making tea.
E: I was preparing the kettle for a different task later.",Kitchen
2f61dd27-2ad2-4029-b36d-19a02ae8feec,Where is the bowl I used to get water from the kitchen sink located relative to my gaze in Frame 7?,"A: The bowl is on the counter, to the left of my current fixation.
B: The bowl is near the sink, directly under my current fixation.
C: The bowl is on the counter, to the right of my current fixation.
D: The bowl is near the sink, slightly to the left of my current fixation.
E: The bowl is on the counter, behind my current fixation.",Kitchen
60619944-f982-4de1-b783-21d90f8833e7,Where is the card holder I am currently looking at relative to the book and the woman W?,"A: The card holder is on the table, to the left of the book and in front of the woman W.
B: The card holder is on the table, to the right of the book and behind the woman W.
C: The card holder is on the table, to the right of the book and in front of the woman W.
D: The card holder is on the table, to the left of the book and behind the woman W.
E: The card holder is on the table, directly below the book and beside the woman W.",Living Room
7d8b9b9f-7781-4357-a695-c88f7c7f7591,Where is the poker chip that I am currently looking at relative to the card it was placed on by the woman B?,"A: The poker chip is slightly above and to the left of the card, near the edge of the table.
B: The poker chip is directly on top of the card, centered over it.
C: The poker chip is below the card, closer to the man A's hand.
D: The poker chip is to the right of the card, near the woman B's hand.
E: The poker chip is slightly above and to the right of the card, near the center of the table.",Living Room
7d8b9b9f-7781-4357-a695-c88f7c7f7591,What did the viewer look at immediately after shifting their gaze from the phone to the cards on the table?,"A: The woman X's hand as she touches the cards.
B: The man Y's folded hands.
C: The cup of juice on the table.
D: The staircase in the background.
E: The plate with food in front of them.",Living Room
a3d933a1-26b2-4025-b136-3a9c2d40db4c,"Why did I add the cinnamon stick into the pot of water on the cooker, given the observed changes in my attention?","A: I was following a recipe that required boiling cinnamon with water.
B: I was distracted by the French press and accidentally added it to the wrong place.
C: I was checking if the water had reached the right temperature for brewing tea.
D: I was trying to hide the cinnamon stick from someone else.
E: I was preparing the kitchen counter for cleaning.",Kitchen
7eaebd26-b486-4f5f-9882-8de183348c99,"Why did I turn to the side while holding a paper, given the observed changes in my attention?","A: I was trying to show the paper to the person sitting next to me.
B: I was distracted by something off-screen and wanted to check it out.
C: I was adjusting my position to get a better view of the paper.
D: I was reacting to a sudden noise that caught my attention.
E: I was preparing to hand over the paper to someone else.",Others
6bf869e6-32ac-4558-ac54-f78a5ad1e918,What did I look at immediately after placing the pot on the stove top in Frame 3?,"A: The electric kettle
B: The trash can
C: The cabinet where the tea bag pack is stored
D: The sink
E: The countertop with various bottles and containers",Kitchen
bb0cce4d-4433-4e2b-9d73-be77918f2069,"Why did I add black pepper to the skillet on the stove while cooking, given the observed changes in my attention?","A: I was focusing on the beef to ensure it was properly seasoned before adding it.
B: I was distracted by the cutting board and kept slicing vegetables.
C: I was enhancing the flavor of the onions already in the skillet.
D: I was trying to hide the smell of the onions with a stronger spice.
E: I was preparing for the next step in the recipe without considering the current ingredients.",Kitchen
9c5b7322-d1cc-4b56-ae9d-85831f28fac1,"Why did I pack the cards from the table while Man X was adjusting them, considering the shifts in my attention?","A: I was trying to speed up the game by taking over the card collection.
B: I noticed a specific card on the table that needed to be included in my hand.
C: I was distracted by the movement of Man X's hand and decided to intervene.
D: I wanted to ensure that no cards were left behind after observing the pile.
E: I was mimicking Man X's actions to maintain social harmony.",Living Room
2bb5ab9f-0fa9-4eeb-b550-9b7a9bffe3ee,"Why did I return the extra test tubes into the covid test pack, given the observed changes in my attention?","A: I was ensuring that all unused materials were properly stored to avoid contamination.
B: I was distracted by the instruction sheet and wanted to clear the table.
C: I was checking if any specific test tube was missing from the pack.
D: I was trying to hide certain test tubes from others.
E: I was preparing the test tubes for a different experiment.",Medical Area
30294c41-c90d-438a-af19-c1c74787d06b,What did the viewer look at immediately after lady Z played?,"A: The food on their plate.
B: Lady X as she talks.
C: Man Z as he walks.
D: The game board.
E: Lady Y as she eats.",Living Room
2bb5ab9f-0fa9-4eeb-b550-9b7a9bffe3ee,"In Frame 4, where is the testing plate relative to your gaze and other objects on the table?","A: The testing plate is directly in front of my gaze, unwrapped from its packaging and positioned to the left of the scissors.
B: The testing plate is slightly below and to the right of my gaze, still wrapped in its packaging near the test tube holder.
C: The testing plate is above my gaze, unwrapped and placed next to the instruction manual.
D: The testing plate is to the left of my gaze, still inside its packaging and close to the box.
E: The testing plate is below my gaze, unwrapped and placed near the center of the table, between the scissors and the instruction manual.",Others
b3937482-c973-4263-957d-1d5366329dad,What did the viewer look at immediately after putting a die on the board?,"A: The person D who was eating food.
B: The cards on the table.
C: The person G picking food.
D: The bottle of beer on the left side of the table.
E: The person P walking in the room.",Living Room
410ccf87-4217-4d87-836b-4af20b355d87,Where is the soy sauce bottle relative to my current fixation when I reach for it from the countertop?,"A: The soy sauce bottle is on the countertop, to the left of my current fixation.
B: The soy sauce bottle is near the edge of the countertop, behind my current fixation.
C: The soy sauce bottle is near the edge of the countertop, to the right of my current fixation.
D: The soy sauce bottle is on the countertop, in front of my current fixation.
E: The soy sauce bottle is near the edge of the countertop, to the left of the cutting board and my current fixation.",Kitchen
c529c120-c1fb-4504-97c7-52912c2aa3c0,What did I look at immediately after getting the spring onion from the countertop?,"A: The trash bin to dispose of the root.
B: The knife on the countertop.
C: The chopping board in the cabinet.
D: The sink to wash the spring onion.
E: The cutting board to prepare for slicing.",Kitchen
a57a2fd6-18dd-446e-b11c-fe8b127ebb5b,What did I look at immediately after cracking the egg into the small bowl?,"A: The trash can to dispose of the eggshell.
B: The faucet to wash my hands.
C: The kitchen hand towel to wipe my hands.
D: The phone to check the recipe instructions.
E: The mixing bowl to create a hole in the flour.",Kitchen
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"Why did I raise my left hand while interacting with the man X, given the observed changes in my attention?","A: I was signaling to the man X that it was his turn to play.
B: I was adjusting my glasses or shielding my eyes from the light.
C: I was trying to emphasize a point during our interaction.
D: I was reaching for something on the table near the cards.
E: I was reacting to something on the TV screen.",Others
57dee964-b77f-430b-8f37-fa4e5ba5c6a3,Where is the spatula relative to my gaze when I spread butter on the surface of the skillet with the spatula?,"A: The spatula is in my right hand, slightly below and to the left of my current fixation.
B: The spatula is on the countertop, directly in front of my current fixation.
C: The spatula is in my left hand, positioned above and to the right of my current fixation.
D: The spatula is in my right hand, positioned below and to the right of my current fixation.
E: The spatula is on the countertop, to the left of the electric cooker and my current fixation.",Kitchen
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"Where is the object that you focused on the most during Frame 9, and what is its relative position to the person sitting across from you?","A: The object I focused on the most is the table, which is directly in front of me and between the person sitting across from me.
B: The object I focused on the most is the couch, which is behind the person sitting across from me.
C: The object I focused on the most is the television, which is above and to the left of the person sitting across from me.
D: The object I focused on the most is the card in my hand, which is to the right of the person sitting across from me.
E: The object I focused on the most is the instruction paper on the table, which is to the left of the person sitting across from me.",Living Room
9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223,Where is the object that man A focused on when he opened the cards box relative to the instruction booklet I am currently reading?,"A: The cards box is on the table, to the left of the instruction booklet you are reading.
B: The cards box is in man A's hands, directly below the instruction booklet you are reading.
C: The cards box is on the table, to the right of the instruction booklet you are reading.
D: The cards box is in man A's hands, to the left of the instruction booklet you are reading.
E: The cards box is on the table, behind the instruction booklet you are reading.",Living Room
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"Why did I hold the chip in my left hand while eating, given the observed changes in my attention?","A: I was preparing to eat another chip from the plate.
B: I was distracted by the cards on the table and forgot to eat.
C: I was checking if the chip had enough ketchup before eating it.
D: I was waiting for someone else to pass me a different type of chip.
E: I was trying to show off my dexterity with my left hand.",Kitchen
8455478f-ddba-4c24-a9a9-a05595643751,Where is the card that the woman X picked up relative to her gaze direction and the position of the man W?,"A: The card is on the table, directly in front of the woman X's gaze and to the left of the man W.
B: The card is near the center of the table, slightly below the woman X's gaze and to the right of the man W.
C: The card is on the table, to the right of the woman X's gaze and in front of the man W.
D: The card is on the table, to the left of the woman X's gaze and behind the man W.
E: The card is on the table, directly under the woman X's gaze and between her and the man W.",Living Room
3059469a-03fc-4ae0-bbf7-b08187d1b290,"Why did I pour oil into the skillet while preparing to cook, given the observed changes in my attention?","A: I was ensuring the skillet was hot enough by checking its temperature with my hand.
B: I was distracted by the sink area and accidentally grabbed the oil bottle.
C: I was spreading the oil evenly by tilting the skillet after pouring it.
D: I was mimicking someone else's cooking behavior without understanding the purpose.
E: I was trying to prevent the food from sticking by coating the skillet with oil.",Kitchen
e353042a-42b6-44fc-b825-3017f274de96,What did I look at after engaging the tire lever on the rim?,"A: The floor to get another tire lever.
B: The valve area of the wheel.
C: The tube inside the wheel.
D: The tools on the workbench.
E: The bicycle frame.",Garage
c0a72173-8842-426c-a9ed-2b438af173f3,"Why did I repeatedly check the tea while simmering it over low heat, given the observed changes in my attention?","A: I was ensuring the tea didn't boil over by keeping a close watch on the saucepan.
B: I was distracted by the sugar container and kept looking at it instead of the tea.
C: I was trying to remember if I had already added the sugar to the tea.
D: I was checking the stove settings to make sure it was set to the correct temperature.
E: I was waiting for someone to join me for tea and kept glancing around.",Kitchen
9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223,"Where is the object that I am currently looking at, and what is its position relative to the paper I am holding?","A: The object I am looking at is on the table, to the left of the paper I am holding.
B: The object I am looking at is in man A's hands, above the paper I am holding.
C: The object I am looking at is on the floor, below the paper I am holding.
D: The object I am looking at is on the wall, behind the paper I am holding.
E: The object I am looking at is on the table, to the right of the paper I am holding.",Others
b70b1c34-46b6-49af-bddb-505dc7738f96,Where is the object you are currently looking at relative to the craft material being handled by Woman A?,"A: The object I am looking at is on the television screen, directly in front of the craft material being handled by Woman A.
B: The object I am looking at is on the floor, to the left of the craft material being handled by Woman A.
C: The object I am looking at is on the television screen, to the right of the craft material being handled by Woman A.
D: The object I am looking at is on the table, behind the craft material being handled by Woman A.
E: The object I am looking at is on the television screen, above the craft material being handled by Woman A.",Others
60a5958c-4530-4eba-886a-a3474ab1fc7a,Where is the salt container relative to my gaze when I add salt to the salad mixture?,"A: The salt container is on the countertop, directly in front of my current fixation.
B: The salt container is on the countertop, to the right of my current fixation and near the edge.
C: The salt container is on the countertop, to the left of my current fixation and close to the sink.
D: The salt container is on the countertop, behind my current fixation and near the stove.
E: The salt container is on the countertop, below my current fixation and near the cutting board.",Kitchen
d6646c16-5307-4488-b7a0-4f7fa0a6f3f8,"Where is the object I focused on the most while cleaning the bicycle chain, and what is its relative position to other objects in the scene?","A: The degreaser bottle, located on the table, directly in front of my gaze focus.
B: The cleaning cloth, positioned on the table, slightly to the left of the bicycle's rear wheel.
C: The bicycle chain, situated below the pedal area, right under my gaze fixation.
D: The tripod stand, placed near the storage crates, behind my primary gaze direction.
E: The red storage crate, located at the back of the tent, above my main gaze point.",Garage
3059469a-03fc-4ae0-bbf7-b08187d1b290,"In Frame 4, where is the skillet relative to your gaze direction as you use your hands to check its temperature?","A: The skillet is on the stove top, directly in front of my current fixation.
B: The skillet is on the stove top, slightly to the left of my current fixation.
C: The skillet is on the stove top, slightly to the right of my current fixation.
D: The skillet is on the stove top, behind my current fixation.
E: The skillet is on the stove top, below and to the right of my current fixation.",Kitchen
83d9f439-642d-47b8-bc95-1a9442a0f4f6,Where is the spoon I used to mix the tea in the pot relative to my gaze and other objects on the countertop?,"A: The spoon is on the countertop, directly below my current fixation point, near the sugar container.
B: The spoon is on the countertop, to the left of my current fixation point, next to the carton of milk.
C: The spoon is on the countertop, slightly to the right of my current fixation point, near the pot handle.
D: The spoon is on the countertop, far from my current fixation point, near the edge of the counter.
E: The spoon is on the countertop, to the right of my current fixation point, close to the stove controls.",Kitchen
642aefe6-1639-4331-a175-ce03faaecc04,Where is the card that Man A picks from the table relative to your gaze direction in Frame 9?,"A: The card is on the left side of the table, directly in front of my current gaze.
B: The card is near the center of the table, slightly to the right of my current gaze.
C: The card is on the right side of the table, far from my current gaze.
D: The card is near the edge of the table, to the left of my current gaze.
E: The card is near the center of the table, slightly to the left of my current gaze.",Living Room
05db9b5f-6904-43d2-99f8-62e6d3353afb,"Why did I add sugar to the tea in the cup while preparing my drink, given the observed changes in my attention?","A: I was distracted by the clutter on the countertop and added sugar out of habit.
B: I was focusing on the sugar container to ensure the right amount was added for taste.
C: I was checking if the milk had spoiled before adding sugar.
D: I was trying to mimic someone else's behavior who always adds sugar first.
E: I was preparing the tea bag for steeping by adding sugar.",Kitchen
b3937482-c973-4263-957d-1d5366329dad,What did the viewer look at immediately after putting the phone on the table?,"A: The plastic bag on the table.
B: The chair being held by person P.
C: The food being served by person G.
D: The game board on the table.
E: The plastic bag being picked up by person D.",Living Room
b3937482-c973-4263-957d-1d5366329dad,"Why did I put my drink on the table while playing the board game, given the observed changes in my attention?","A: I was focusing on the game and needed to free up my hand for a move.
B: I was distracted by the food on the table and wanted to reach for it.
C: I was checking if the die roll would affect my strategy.
D: I was trying to signal to another player about my next move.
E: I was preparing to take a bite of my food.",Living Room
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,What did the viewer look at immediately after dropping the wrapper on the table?,"A: The pack of cards in his right hand.
B: The man X across the table.
C: The glass of water on the table.
D: The TV screen in the background.
E: The piece of paper on the table.",Living Room
fce858fe-d30b-4a72-822d-79c92d29971e,Where is the object I focused on while washing the chopstick under the kitchen tap relative to the sink?,"A: The chopstick is in the left basin of the sink, directly below my current fixation.
B: The chopstick is near the faucet, slightly to the right of my current fixation.
C: The chopstick is in the right basin of the sink, to the left of my current fixation.
D: The chopstick is near the edge of the sink, behind my current fixation.
E: The chopstick is in the left basin of the sink, to the right of the sponge and my current fixation.",Kitchen
260afb8c-0cac-4f5e-8b07-02e85fc17d6f,"In Frame 4, where is the level you need to push inward and turn the axle CW to tighten, relative to your current gaze fixation?","A: The level is on the left side of the bike frame, slightly below your current gaze fixation.
B: The level is near the bottom bracket area, directly in line with your current gaze fixation.
C: The level is on the right side of the bike frame, above your current gaze fixation.
D: The level is near the top tube of the bike frame, to the right of your current gaze fixation.
E: The level is near the rear wheel, behind your current gaze fixation.",Garage
2bb31b69-fcda-4f54-8338-f590944df999,"Why did I open the paper while interacting with A lady X, given the observed changes in my attention?","A: I was trying to show something on the phone to A lady X and needed the paper for reference.
B: I was distracted by the shoe that A lady X lifted and opened the paper out of curiosity.
C: I anticipated needing the contents of the paper as part of our ongoing interaction.
D: I was mimicking A lady X's actions since she fixed her glasses and assumed it was a cue.
E: I was checking the paper to ensure it contained nothing important before discarding it.",Others
22f0fe6e-c298-4478-a15a-1541ba2434b4,What did I look at after placing the coffee filter on the countertop?,"A: The boiling bowl of water.
B: The ceramic bowl on the counter.
C: The kitchen towel on the counter.
D: The coffee grounds container.
E: The sink.",Kitchen
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,What did the viewer look at immediately after dropping the cards on the table?,"A: The television screen
B: The other person's face
C: The cards on the table
D: The paper on the table
E: The window",Living Room
979fd973-086f-420e-b3af-9718eb171258,Where is the COVID test vial located relative to the gaze direction when positioning it on the COVID test package?,"A: The COVID test vial is directly in front of the gaze, slightly to the left of the COVID test package.
B: The COVID test vial is positioned to the right of the gaze, near the scissors.
C: The COVID test vial is directly under the gaze, aligned with the center of the COVID test package.
D: The COVID test vial is behind the gaze, closer to the edge of the table.
E: The COVID test vial is to the left of the gaze, next to the ziplock bag.",Medical Area
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"Where is the object I am looking at relative to my position, and how does it relate to the actions of the people around me?","A: The slice of potato is in front of me on the plate, and I am looking directly at it as I prepare to eat it.
B: The man Y's cup of juice is to the right of my current fixation, and he has just placed it back on the table.
C: The woman D is across the table from me, and I am looking at her as she scratches her arm.
D: The man A is to the left of my current fixation, and I am pointing towards him with my left hand.
E: The phone on the table is in front of my current fixation, and I am looking at it while interacting with the food.",Others
a7be6dfb-e765-4698-973b-37f222746116,"Where is the object I am looking at relative to my position, and how does it relate to the actions of man X?","A: The object I am looking at is on the table, in front of me, and to the right of where man X shuffles the cards.
B: The object I am looking at is on the floor, near lady Y, and to the left of where man X collects the cards.
C: The object I am looking at is on the table, directly in front of me, and to the left of where man X puts the card on the table.
D: The object I am looking at is on the couch, behind me, and to the right of where man X drops the card on the table.
E: The object I am looking at is on the table, in front of me, and to the left of where man X shuffles the cards.",Others
1215d140-b34c-43f3-82dc-c3f102bbf1e4,Where is the plate I am looking at relative to the skillet and the countertop?,"A: The plate is on the countertop, to the left of the skillet and directly in front of my current fixation.
B: The plate is near the edge of the countertop, behind the skillet and slightly to the right of my current fixation.
C: The plate is on the countertop, to the right of the skillet and directly under my current fixation.
D: The plate is on the countertop, in front of the skillet and slightly to the left of my current fixation.
E: The plate is on the countertop, to the right of the skillet and slightly above my current fixation.",Kitchen
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,What did the viewer look at immediately after shuffling the cards in his two hands for the second time?,"A: The television screen
B: The man X's hand as he moves the first dropped cards on the table
C: The glass of water on the table
D: The instruction paper on the table
E: The bookshelf in the background",Living Room
